"cjxiaoqu","constructionTime","bankuai","communityAverage","elevator","subway","school","hospital","supermarket"
"龙乡东区",2001,"东直门",50982,1,1,1,0,0
"瑞都公园世家北区",1995,"东直门",57161,1,1,1,1,1
"龙博苑三区",2002,"东直门",57507,1,1,0,0,1
"城与墅",1998,"豆各庄",46303,0,0,1,1,0
"京城雅居",1999,"豆各庄",66933,1,1,0,1,0
"海棠公社",1994,"豆各庄",89618,1,1,0,1,0
"绿丰家园",2010,"豆各庄",50535,1,0,0,0,1
"富力又一城B区",1979,"豆各庄",65898,0,1,0,0,1
"柏阳景园",2003,"豆各庄",44274,0,0,0,0,0
"二里庄北里",2000,"二里庄",139350,1,1,1,1,0
"科技大学",2001,"二里庄",92742,1,1,1,0,1
"豪景佳苑",2002,"二里庄",47557,1,0,0,0,0
"劲松南路",2000,"二里庄",49788,1,1,0,1,0
"石油大院",1985,"二里庄",81024,0,0,1,0,1
"富润家园",2003,"二里庄",65597,1,1,0,0,1
"安翔里小区",2004,"二里庄",40004,1,1,0,0,1
"林大北路院",2001,"二里庄",65595,1,1,0,1,1
"龙跃苑东五区",1999,"二里庄",57958,1,0,0,0,1
"青塔秀园",1993,"二里庄",129541,1,0,0,0,0
"东王庄",2000,"二里庄",52587,1,1,0,1,1
"海淀南路",2009,"二里庄",52902,1,1,1,1,0
"双榆树东里",2003,"二里庄",44672,1,0,0,0,1
"双榆树北里",2006,"二里庄",53205,1,1,1,1,0
"世桥国贸",1990,"垡头",66252,1,1,0,1,1
"顶秀欣园西苑",1988,"方庄",55708,1,0,1,1,1
"方恒偶寓",2003,"方庄",67929,1,1,0,1,0
"鸿运花园",1957,"方庄",89152,0,1,0,0,0
"美好家园",1976,"方庄",128054,0,1,0,1,1
"时代绿荫",2002,"方庄",63876,1,1,0,1,0
"宋庄路院",1994,"方庄",74085,1,1,1,0,1
"东四块玉南街院",1986,"方庄",128683,1,1,0,1,1
"方庄",1981,"方庄",146634,1,1,1,1,1
"光华欣居",1999,"方庄",45406,1,0,0,0,1
"华芳嘉园",1999,"方庄",66402,1,1,0,1,0
"李村",2002,"方庄",92162,1,1,0,0,0
"蒲安北里",1988,"方庄",132627,1,1,0,0,0
"顺四条院",2009,"方庄",60399,1,1,0,0,0
"城市芳庭",2002,"方庄",100073,1,1,1,1,1
"芳城东里",2006,"方庄",33339,1,0,1,0,0
"宏大家园",1983,"方庄",66888,1,1,0,0,1
"龙潭西里",2010,"方庄",110955,1,1,0,1,1
"日新家园",1997,"方庄",51467,1,1,0,1,1
"首开璞_",1994,"方庄",63419,1,1,1,0,0
"天天家园",2001,"方庄",70596,1,0,0,1,0
"南方庄院",2005,"方庄",96158,1,0,0,0,0
"蒲安东里",2008,"方庄",99502,1,0,1,1,0
"蒲黄榆三里",2004,"方庄",101206,1,1,0,1,0
"蒲黄榆五巷",1992,"方庄",102666,1,1,0,0,0
"时代芳群",2002,"方庄",40242,1,1,1,0,0
"定安西里",1988,"方庄",91970,0,1,1,0,1
"蒲黄榆四里",1986,"方庄",89697,0,1,1,1,0
"芳林苑",1984,"方庄",72061,1,1,0,0,0
"横一条甲院",1982,"方庄",95282,0,1,1,0,0
"世华水岸F区",1990,"方庄",102125,1,1,1,1,0
"芳城园二区",2002,"方庄",62697,1,0,0,0,0
"芳泽园",1995,"方庄",63863,1,1,0,1,1
"嘉业大厦",1970,"方庄",84580,0,1,1,1,1
"南三环东路",2014,"方庄",46527,1,1,0,0,1
"日月天地",1983,"方庄",68380,1,0,1,0,1
"顶秀欣园东苑",1996,"方庄",54506,1,1,0,0,0
"劲松三区",2003,"方庄",31653,1,0,0,0,1
"横一条",2006,"方庄",50828,1,0,0,1,1
"蒲安里",2003,"方庄",132223,1,1,1,0,0
"东木樨园",2009,"方庄",61823,1,1,1,1,0
"晶城秀府",1994,"方庄",46188,0,0,0,0,1
"福臻家园",1980,"方庄",129754,0,0,1,0,1
"芳群园四区",2007,"方庄",65882,1,0,0,0,0
"芳群园三区",2002,"方庄",61243,1,0,0,1,0
"芳园里",2005,"方庄",62924,1,0,1,0,0
"刘家窑南里",1995,"方庄",45733,1,0,0,0,1
"芳群园二区",2009,"方庄",32460,1,0,1,1,1
"芳城园三区",1996,"方庄",50845,1,1,0,1,0
"彩虹城一区",2000,"方庄",59533,1,0,0,1,1
"南三环中路",2011,"方庄",54117,1,0,0,0,1
"芳古园一区",2003,"方庄",81467,1,0,0,1,1
"gogo新世代",2014,"方庄",36263,1,0,1,0,1
"潘家园东里",1998,"方庄",40430,1,0,0,1,1
"大井中里",1992,"丰台其它",102667,1,1,0,0,1
"大井东里",1999,"丰台其它",86709,1,1,1,1,1
"丰南小区",1990,"丰台其它",132635,1,1,1,0,1
"百万庄辰区",1981,"阜成门",92532,1,1,1,0,1
"百万庄大街乙院",1992,"阜成门",92565,1,1,0,0,0
"百万庄南街",1987,"阜成门",92676,1,1,1,0,1
"百万庄巳区",1989,"阜成门",92748,1,1,1,0,1
"百万庄午区",1985,"阜成门",93700,1,1,0,0,0
"百万庄寅区",1992,"阜成门",93971,1,1,0,1,1
"车公庄大街院",1992,"阜成门",103293,1,1,0,1,0
"国电中兴家园",2000,"阜成门",50246,1,1,0,0,0
"海淀九",1999,"阜成门",53125,1,0,1,0,0
"南礼士路三条北里",1982,"阜成门",120269,1,1,1,0,1
"百万庄",1981,"阜成门",87761,0,1,0,0,1
"百万庄卯区",2009,"阜成门",88256,1,1,0,0,1
"北京尊府",1986,"阜成门",87575,1,1,1,1,1
"三里河二区A区",1992,"阜成门",130541,1,1,1,0,1
"太仓胡同",1985,"阜成门",55044,1,1,0,0,1
"白云路七院",2008,"阜成门",72529,1,0,0,0,1
"朝阳庵",1958,"阜成门",82311,0,1,1,0,1
"阜成门北大街",2005,"阜成门",98666,1,1,0,1,1
"融城",2004,"阜成门",59307,1,1,0,1,1
"万明园",2002,"阜成门",73688,1,1,1,0,1
"文华园",1999,"阜成门",76558,1,1,0,0,1
"茂林居",1980,"阜成门",79873,0,0,1,0,1
"百万庄大街院",2009,"阜成门",77289,1,1,1,0,0
"阜成门外大街",2000,"阜成门",100694,1,0,1,0,0
"三里河一区",1997,"阜成门",73469,1,0,0,1,1
"北营房西里",2010,"阜成门",45346,1,1,0,1,1
"阜成门南大街",2000,"阜成门",62145,1,0,0,0,0
"北营房东里",2003,"阜成门",78286,1,1,0,0,1
"九和苑",2009,"阜成门",74614,1,0,1,1,1
"百万庄中里",2009,"阜成门",53663,1,0,0,1,1
"侨办大院",1997,"阜成门",78727,1,1,1,1,1
"铁二区",2002,"阜成门",29442,1,0,1,1,0
"三里河一区院",2004,"阜成门",62837,1,1,0,0,1
"北露园",1985,"阜成门",77077,1,1,1,1,0
"百万庄大街",2000,"甘家口",31686,1,1,1,1,0
"阜成路",2000,"甘家口",72339,1,0,0,0,1
"广源闸",1992,"甘家口",81258,1,0,1,0,1
"景熙国际",1981,"甘家口",99530,1,1,1,0,0
"铁狮子巷",1976,"甘家口",80312,0,1,1,1,0
"百万庄未区",1990,"甘家口",93375,1,1,1,1,0
"北京市人民检察院宿舍",1989,"甘家口",97616,1,1,1,1,0
"农林科学院宿舍",1976,"甘家口",121915,0,1,1,1,1
"阜成路北三街院",2002,"甘家口",40971,1,1,0,0,0
"海赋国际",1994,"甘家口",62713,1,1,1,1,0
"红联南村",2000,"甘家口",66883,1,1,0,0,0
"葡萄园",2014,"甘家口",43334,1,1,1,0,0
"三虎桥南路院",2007,"甘家口",52889,1,1,0,0,0
"松树街",2000,"甘家口",66983,1,1,0,0,0
"锋尚国际",1982,"甘家口",131786,1,1,1,0,0
"高第小区",1998,"甘家口",28158,1,0,1,0,0
"工商大学东校区",1998,"甘家口",40258,1,1,1,0,0
"核二院",1977,"甘家口",54507,1,1,0,1,0
"岭南路院",2000,"甘家口",85466,1,0,1,0,1
"阜成路甲",2002,"甘家口",97665,1,0,0,0,1
"甘家口院",1992,"甘家口",102103,1,1,1,1,0
"广宁村",2000,"甘家口",43777,1,1,0,0,0
"首师大东校区",1985,"甘家口",103031,1,1,1,1,0
"后白堆子",1990,"甘家口",91208,1,1,1,0,0
"阜南小区",2003,"甘家口",32924,1,0,0,1,0
"七贤村",2012,"甘家口",31381,1,0,0,1,1
"万寿路甲院五区",2007,"甘家口",37335,1,1,0,1,0
"南木樨园",2003,"甘家口",57090,1,0,1,0,0
"模式口南里",2005,"甘家口",87426,1,1,1,1,1
"财智公馆",1988,"甘家口",85761,1,1,0,0,1
"茂华景公阁",2010,"甘家口",66193,1,0,0,0,0
"甘家口小区",1994,"甘家口",59015,1,1,0,0,0
"太桥西里",2000,"甘家口",34439,1,1,1,1,0
"美丽亚洲假日花园",1979,"高碑店",122264,0,1,0,0,0
"翠微嘉园",2005,"公主坟",49950,1,0,1,0,0
"万寿路甲北院",2008,"公主坟",82481,1,1,0,1,0
"翠微院",1995,"公主坟",108413,1,1,1,0,0
"恩济花园",1998,"公主坟",133021,1,0,0,1,1
"铁建大院",1985,"公主坟",73671,1,1,0,1,0
"万芳苑",2004,"公主坟",77030,1,1,1,0,1
"翠微路十四",1978,"公主坟",101523,0,1,1,1,0
"翠微路台村",1980,"公主坟",101767,0,1,1,0,1
"鼎恒中心",1989,"公主坟",108524,1,0,0,1,1
"静源居",1984,"公主坟",89632,1,1,0,0,0
"莲怡园二区",1982,"公主坟",102188,1,1,1,1,1
"翠微西里",2005,"公主坟",85570,1,1,1,0,0
"金顶阳光",1988,"公主坟",61589,1,1,0,1,1
"康庄中巷院",1999,"公主坟",70082,1,1,1,1,1
"彩电小区",1989,"公主坟",59825,1,1,0,1,0
"翠微路甲院",2001,"公主坟",63088,1,1,1,0,1
"万寿路甲院四区",1982,"公主坟",74873,1,1,1,0,0
"__国际",1999,"公主坟",42785,1,1,0,0,0
"南庭新苑南区",1995,"公主坟",46725,1,1,1,0,0
"万寿路西街",2001,"公主坟",33247,0,0,0,1,0
"金家村院",2008,"公主坟",70165,1,1,1,1,1
"乔建里",2013,"公主坟",61635,1,0,0,1,0
"翠微北里",2007,"公主坟",49710,1,0,0,0,0
"碧桂园小区C区",2005,"公主坟",83936,1,0,0,0,1
"大红门院",1982,"公主坟",64403,1,1,1,0,1
"橙色年代",2012,"公主坟",84945,1,0,0,0,1
"柳林馆",1990,"公主坟",68495,1,1,0,1,1
"万科中粮假日风景",2006,"公主坟",39492,1,0,1,1,0
"万寿路西街院",2012,"公主坟",41280,1,1,0,1,1
"望园西里",1981,"公主坟",81684,1,1,0,0,0
"吴家村路院",2003,"公主坟",76934,1,0,1,0,0
"万寿路院",1990,"公主坟",92592,1,1,0,0,0
"弘善家园",1987,"公主坟",44253,0,0,1,1,0
"翠微中里",1999,"公主坟",45610,1,1,0,0,0
"复兴路院",2006,"公主坟",54918,1,0,1,0,1
"前泥洼小区",2006,"公主坟",45177,1,0,1,1,1
"京铁家园",2005,"公主坟",39995,1,0,1,0,0
"鼓楼北街楼",1978,"鼓楼大街",78887,0,1,1,1,0
"郝庄家园南区",1985,"鼓楼大街",83881,1,0,1,1,0
"建新胡同楼",1988,"鼓楼大街",95638,1,1,1,0,1
"南厂东区",1985,"鼓楼大街",150802,1,1,1,0,1
"南农家园",2014,"鼓楼大街",28916,1,1,1,1,0
"石油大学松园宿舍",1960,"鼓楼大街",62588,1,1,0,1,1
"畅椿阁",1985,"鼓楼大街",101599,1,1,0,0,0
"福地家园",2005,"鼓楼大街",33039,1,1,0,0,0
"农机厂宿舍",1981,"鼓楼大街",121445,1,1,0,1,0
"金科廊桥水岸",2001,"鼓楼大街",80045,1,1,1,1,1
"清秀园南区",1987,"鼓楼大街",107483,1,1,1,1,1
"石坊院",2004,"鼓楼大街",37617,1,1,0,1,0
"郝庄家园西区",2004,"鼓楼大街",36436,1,0,0,1,0
"东关二条",2005,"鼓楼大街",70113,1,0,1,1,1
"北城根小区",2004,"鼓楼大街",45920,0,0,0,0,1
"蓝郡国际花园",1989,"鼓楼大街",51318,1,1,1,1,1
"领秀慧谷C区",2000,"鼓楼大街",81624,1,1,1,1,1
"龙锦苑东四区",1995,"鼓楼大街",60647,1,1,0,0,0
"龙博苑一区",2011,"鼓楼大街",57950,1,1,1,0,0
"北街家园八区",2004,"鼓楼大街",91507,1,1,1,1,1
"龙博苑二区",1999,"鼓楼大街",44446,0,0,0,1,1
"龙腾苑六区",1999,"鼓楼大街",64123,1,1,1,1,0
"保利西山林语",2006,"鼓楼大街",45162,1,1,0,0,0
"首开智慧社",2004,"鼓楼大街",95392,1,1,1,1,0
"北街家园六区",2001,"鼓楼大街",46352,1,1,0,0,1
"流星花园三区",2012,"鼓楼大街",77695,1,1,1,1,0
"富力丹麦小镇",1988,"观音寺",108638,1,1,1,1,0
"观音寺新区",2009,"观音寺",34065,1,0,1,1,0
"海子角南里",2007,"观音寺",46049,1,0,0,0,1
"海子角西里",2010,"观音寺",46276,1,0,0,0,1
"海子角东里",1996,"观音寺",40213,1,0,0,1,1
"龙熙顺景",2015,"观音寺",47458,1,1,0,0,1
"观音寺北里",2002,"观音寺",57277,1,1,1,1,0
"观音寺小区",2009,"观音寺",53521,1,0,1,0,1
"双河南里",2008,"观音寺",38647,1,1,0,0,0
"隆盛园",1989,"观音寺",38143,1,0,0,1,0
"车站中里",1985,"观音寺",73449,1,1,1,1,0
"彩虹新城",1996,"观音寺",39306,1,0,0,0,0
"观音寺南里",1998,"观音寺",57510,1,1,1,1,0
"双河北里",2005,"观音寺",78799,1,1,0,0,1
"富通大厦",1980,"官园",75277,0,1,1,1,1
"国英绿景公寓",1990,"官园",82297,1,1,1,0,1
"郝家湾",2000,"官园",83873,1,1,1,1,0
"前帽胡同院",1995,"官园",37050,1,1,1,1,0
"官园公寓",2011,"官园",43738,1,1,1,0,1
"官园南里三区",1998,"官园",54180,1,1,0,1,0
"华裕园小区",2004,"官园",71539,1,0,1,0,1
"进步巷",1999,"官园",85040,1,1,1,1,1
"前半壁街",1998,"官园",45932,1,1,0,0,0
"三里河南二巷",1996,"官园",55746,1,1,1,0,0
"东冠英胡同",1988,"官园",103869,0,1,0,0,1
"富海中心",1999,"官园",155920,1,1,1,0,0
"国英一",2005,"官园",50166,1,1,1,0,1
"黄瓜园",2005,"官园",60964,1,1,1,0,1
"官园胡同",2011,"官园",121817,1,1,1,0,1
"航空胡同院",2002,"官园",33179,1,0,0,0,1
"民族大学南路院",2005,"官园",86353,1,1,1,0,0
"白云观",2002,"官园",55756,1,1,0,1,1
"葱店胡同院",2000,"官园",62603,1,1,1,1,1
"德胜门西大街甲",1998,"官园",67445,1,1,1,0,1
"富锦嘉园一区",2005,"官园",81581,1,0,1,0,0
"手帕口北街",2013,"官园",85859,1,1,0,0,1
"曙光花园",2001,"官园",42490,1,0,1,1,1
"丰侨公寓",1994,"官园",37228,1,0,0,1,1
"罗庄西里",2013,"官园",80006,1,1,1,0,0
"富国里小区",2002,"官园",50526,1,0,1,1,0
"如意里",1996,"官园",72311,1,1,1,1,1
"大河庄苑",1994,"官园",64238,1,1,1,0,1
"八里庄西里",1988,"管庄",90723,0,1,0,0,1
"管庄东里",1995,"管庄",44288,1,1,0,0,1
"天赐良园二期半",1998,"管庄",69304,1,1,0,0,0
"双桥五井",2004,"管庄",48415,1,1,1,1,1
"天泰新房村",2001,"管庄",67053,1,0,1,1,0
"朝通嘉园",1987,"管庄",96591,1,1,1,1,1
"瑞祥里",2000,"管庄",51714,1,0,0,1,0
"华美橡树岭",2005,"管庄",45161,1,0,0,1,1
"葵花社",1999,"管庄",44300,1,1,1,1,1
"达富苑",2006,"管庄",95151,1,1,0,0,1
"尚东阁",1986,"管庄",78372,1,1,1,1,1
"温泉东里",2010,"管庄",43332,1,0,1,0,0
"日光清城",1989,"管庄",93676,1,1,0,1,1
"苏荷时代",1998,"管庄",45296,1,1,1,1,1
"茶贸国际中心",1995,"广安门",43325,1,0,1,1,0
"车站西街",2008,"广安门",45502,1,1,1,0,0
"广安门外南街院",1979,"广安门",80615,1,1,0,1,1
"广外大街",1960,"广安门",80721,0,0,0,0,1
"汇融国际",1990,"广安门",93143,1,1,1,1,1
"马连道北里",1958,"广安门",126326,0,1,1,0,0
"马连道东街",1986,"广安门",127321,1,1,1,1,1
"手帕口南街院",2005,"广安门",67822,0,1,1,1,0
"广外南街院",2007,"广安门",48890,1,1,1,1,0
"红居街院",1985,"广安门",61368,1,1,1,1,0
"南滨河路",2005,"广安门",112082,1,1,0,0,0
"三义里",1960,"广安门",47553,0,1,1,0,1
"手帕口南街",2000,"广安门",56690,1,1,0,0,0
"手帕口西一巷",1994,"广安门",56874,0,0,1,0,0
"半步桥院",2013,"广安门",88828,1,1,1,0,0
"风荷曲苑",2008,"广安门",38033,1,0,0,1,1
"广安苑二期",1982,"广安门",55616,1,1,1,1,0
"马连道中街",1978,"广安门",118938,1,0,1,1,1
"广安门外大街",2003,"广安门",43080,1,1,0,1,1
"红莲北里院",2002,"广安门",54645,1,1,0,0,1
"建茗苑",1999,"广安门",67062,1,0,1,1,1
"丽阳四季",1990,"广安门",81213,1,0,1,0,0
"白菜湾四巷院",2008,"广安门",72170,1,1,1,1,1
"立恒名苑",2004,"广安门",75950,1,1,0,0,1
"水泥厂宿舍楼",1995,"广安门",128755,1,1,1,1,0
"威尔夏大道",2004,"广安门",50000,1,0,0,0,0
"第三区",2000,"广安门",69370,1,1,1,0,1
"红居南街院",1984,"广安门",97063,1,1,0,1,1
"康乐里小区",2005,"广安门",43397,1,0,1,0,1
"米兰花园",2014,"广安门",52915,1,0,1,0,0
"天宁寺西里",1992,"广安门",66791,1,0,1,0,1
"恒昌花园",1999,"广安门",52158,1,1,1,1,1
"红莲晴园",2014,"广安门",52646,1,0,0,0,1
"龙城花园W区",2014,"广安门",137745,1,1,0,1,0
"太里",2014,"广安门",59678,1,1,1,1,1
"天宁寺前街北里",2007,"广安门",60200,1,1,1,1,1
"莲花池东路院",2000,"广安门",52814,1,1,0,1,1
"南运巷",2005,"广安门",65354,1,1,0,0,1
"清芷园",1993,"广安门",68352,1,1,1,1,1
"尚西泊图",2005,"广安门",77867,1,1,0,1,1
"天宁寺东里",1993,"广安门",97394,0,1,1,1,0
"蝶翠华庭",2012,"广安门",53769,1,0,0,1,0
"建国街二里",2004,"广安门",110212,1,1,1,1,0
"三义东里",2000,"广安门",55112,1,0,1,1,0
"城市经典",1990,"广安门",95921,1,1,1,0,1
"广华轩",2005,"广安门",44670,1,0,0,0,0
"会城门小区",2001,"广安门",60459,1,1,1,0,0
"韩庄子三里",2007,"广安门",71193,1,0,0,0,0
"天宁寺前街南里",1999,"广安门",31282,1,0,0,0,1
"常青藤嘉园",1983,"广安门",43532,1,1,0,0,0
"建邦华府",1998,"广安门",103277,1,1,1,0,0
"红莲北里",2010,"广安门",38756,1,1,1,0,0
"车站西街院",2009,"广安门",44235,1,0,1,1,1
"红莲中里",1980,"广安门",64560,1,0,1,0,0
"红莲南里",2010,"广安门",42298,1,0,0,1,1
"滨河东里",2000,"广安门",48667,1,1,1,0,0
"北欧印象",2011,"广安门",54019,1,0,1,0,0
"马连道中里",1986,"广安门",68983,1,1,1,1,1
"太桥小区",2003,"广安门",56733,1,0,0,1,0
"太桥东里",2004,"广安门",52980,1,1,0,1,1
"朗琴园",1995,"广安门",56752,1,1,1,0,1
"万年花城二期",2013,"广安门",20483,1,0,1,0,1
"荣丰",2009,"广安门",63444,1,0,1,0,0
"广渠门外南街",1991,"广渠门",80699,1,1,1,0,1
"京禧阁",2000,"广渠门",99166,1,1,0,1,0
"龙潭北里七条",1984,"广渠门",114759,1,1,1,1,1
"东后河沿",1994,"广渠门",121006,1,1,0,1,1
"光明西里",2002,"广渠门",45596,1,1,0,0,1
"南水关",1995,"广渠门",120339,1,0,0,0,0
"体育馆路",1980,"广渠门",68519,1,1,0,1,0
"体育馆西路院",1990,"广渠门",68880,1,1,1,0,1
"光明楼",2001,"广渠门",42790,1,1,0,1,0
"金蝉北里院",1989,"广渠门",70268,1,1,0,0,0
"都城心屿",1985,"广渠门",97463,1,1,0,0,0
"双花园南里二区",1993,"广渠门",128668,1,1,0,0,0
"天坛东里中区",2008,"广渠门",43874,1,1,1,1,1
"劲松六区",2000,"广渠门",90867,1,1,0,0,0
"垡头北里",2009,"广渠门",94252,1,1,0,1,1
"劲松八区",1987,"广渠门",72315,1,1,1,1,1
"垡头西里三区",1997,"广渠门",138746,1,1,1,0,0
"清水苑",1990,"国展",40153,0,0,1,1,1
"金岛花园",1995,"国展",75112,1,0,1,0,0
"社科院",2000,"国展",50884,1,1,1,1,1
"浩鸿园",2004,"国展",64122,1,1,1,1,1
"和西苑",1981,"国展",65697,1,1,1,1,0
"惠中园",2003,"国展",76949,1,1,1,0,1
"牛王庙",1994,"国展",41018,1,1,1,0,0
"润民柳芳居",2005,"国展",113596,1,0,1,1,1
"静安西街",1999,"国展",39571,1,0,1,0,0
"光熙家园一期",2011,"国展",43538,1,0,1,0,1
"豪成大厦",2009,"国展",47235,1,0,1,0,0
"柳芳北街院",1989,"国展",130635,1,0,0,1,0
"力鸿花园",2006,"国展",40350,1,1,1,0,0
"芳馨园",1992,"国展",134983,1,1,1,0,1
"国际友谊花园",2011,"国展",32515,1,0,0,0,1
"静安东里",2009,"国展",78590,1,1,0,0,1
"三源里南小街",1996,"国展",107405,1,1,1,1,0
"宝盛里",2008,"国展",46339,1,0,0,1,0
"林肯公寓",1998,"国展",50643,1,0,0,0,1
"曙光里",2000,"国展",40084,1,1,0,0,0
"潞河中学北宿舍区",1985,"果园",117630,1,1,0,0,1
"潞河中学家属院南区",1980,"果园",118729,0,1,1,1,0
"葛布店北里",2000,"果园",42160,1,1,0,1,0
"河和居",1997,"果园",59070,1,1,0,0,1
"金成府",2004,"果园",78350,1,1,0,1,1
"碧水明珠",1999,"果园",89026,1,0,0,0,1
"复兴南里",2008,"果园",153344,1,1,1,0,1
"潞河中学北街",2001,"果园",90629,1,1,0,1,0
"天元小区",2001,"果园",59021,1,1,0,0,1
"翠屏里",2006,"果园",84771,1,1,1,1,1
"葛布店南里",2003,"果园",103860,1,1,0,0,1
"公庄小区",2002,"果园",116788,1,1,1,1,1
"花涧溪二期",2001,"果园",45239,1,0,1,1,0
"首开国风美仑",1988,"果园",122763,1,1,0,0,0
"东方生活区",1986,"果园",70022,1,1,1,0,1
"果园西小区",2004,"果园",87363,1,0,0,1,0
"龙湖花盛香醍",2002,"果园",48942,1,0,0,0,1
"荞馨园",2000,"果园",55868,1,1,1,1,0
"摩卡空间",1992,"果园",83083,1,1,1,1,0
"探矿家属院",2012,"果园",109474,1,1,1,0,1
"京艺天朗",1986,"果园",94911,0,1,1,1,1
"群芳园",2013,"果园",49915,1,1,0,1,1
"瑞都国际南区",2002,"果园",51027,1,1,1,0,0
"葛布店东里",2011,"果园",143667,1,1,1,0,1
"梨园小镇",1977,"果园",52249,1,1,0,0,1
"瑞都国际北区",1988,"果园",72282,0,1,0,0,0
"格瑞雅居",1992,"果园",65357,1,1,0,1,1
"柳岸景园",2004,"果园",42782,1,1,1,0,1
"蓝调沙龙西区",1992,"果园",75677,1,1,0,0,0
"世纪星城",2004,"果园",39247,0,0,1,1,1
"果园院",2008,"果园",37289,1,0,0,0,0
"瑞都公园世家南区",2013,"果园",82571,1,0,0,1,0
"美然百度城",2000,"果园",40194,1,1,0,1,1
"格兰晴天",1987,"果园",66764,1,1,1,0,0
"龙湖蔚澜香醍",2008,"果园",48859,1,0,1,0,1
"阿尔法社区三期",1993,"果园",51144,1,0,0,0,1
"梨园东里",1988,"果园",46480,1,0,0,0,1
"巴克寓所",1983,"果园",77040,1,1,0,0,0
"世纪星城三期",1970,"果园",111445,1,1,0,1,0
"华兴园",1999,"果园",61281,1,0,1,0,1
"华业东方玫瑰",1988,"果园",70240,1,1,0,0,1
"阿尔法社区",1997,"果园",75789,1,1,1,1,1
"靓景明居",2002,"果园",63813,1,0,1,1,0
"当代名筑",1974,"果园",42282,0,1,0,0,0
"大方居",2005,"果园",49861,1,0,0,1,1
"巴克摩界",2001,"果园",46086,1,0,0,1,0
"旗舰凯旋一期",2000,"果园",56523,1,1,1,0,1
"金隅自由筑",1998,"果园",59366,1,1,1,0,0
"时尚街区西区",1987,"果园",49442,1,1,1,1,1
"蓝调沙龙东区",1994,"果园",32117,1,0,1,0,1
"胜利小区",1997,"果园",54558,1,1,1,1,1
"桃花岛",2007,"果园",75559,1,1,1,1,1
"同兴园",2012,"果园",58577,1,0,0,0,0
"龙鼎园",2003,"果园",52390,1,1,1,1,1
"金隅七零九零",2015,"果园",41660,1,1,1,0,0
"天时名苑",1992,"果园",66505,1,1,0,0,1
"旗舰凯旋二三期",1995,"果园",49964,1,0,1,1,1
"京贸国际公寓",2009,"果园",38915,1,1,0,1,1
"卫生局党校",1999,"海淀北部新区",86359,1,1,1,0,0
"北分厂",1989,"海淀北部新区",89982,1,1,0,0,1
"龙兴园南区",1985,"海淀北部新区",88526,1,1,0,0,0
"梅园",1997,"海淀北部新区",59510,1,1,1,0,0
"七彩华园",1985,"海淀北部新区",65441,1,1,0,1,1
"百旺家苑",2010,"海淀北部新区",43889,1,0,0,0,0
"惠安轩",1981,"和平里",93732,0,1,1,0,0
"民旺园十九院",1988,"和平里",129091,1,1,0,0,0
"安和家园",1958,"和平里",88035,0,1,1,1,1
"北官胡同",1990,"和平里",97088,1,1,1,0,0
"大龙公寓",1984,"和平里",109782,1,1,0,1,0
"地坛北门",1984,"和平里",112339,1,1,0,1,0
"和里北街甲院",1992,"和平里",56132,1,1,0,1,0
"和西街",1999,"和平里",56652,1,1,1,0,1
"加利大厦",1984,"和平里",69706,0,1,0,1,0
"地坛北里",1992,"和平里",105500,1,1,1,0,1
"化工大院",1964,"和平里",72776,0,1,0,0,0
"建研院",2008,"和平里",77343,1,1,0,1,1
"安定路",1986,"和平里",79553,1,1,0,0,0
"和里二区",2004,"和平里",39895,1,0,0,0,0
"惠新苑",1999,"和平里",50164,1,1,0,0,1
"民委三舍",2001,"和平里",85930,1,0,1,0,0
"柏林寺西",1990,"和平里",56540,1,1,0,0,0
"惠新西里一区",2004,"和平里",106925,1,1,0,1,1
"和里一区",1991,"和平里",75991,1,1,1,0,0
"罗马花园",2007,"和平里",36705,1,0,0,1,1
"和街西苑",1988,"和平里",84368,1,1,0,0,1
"和里五区",2004,"和平里",87411,1,1,0,0,0
"融科橄榄城一期",1997,"和平里",33323,1,0,0,1,0
"和里六区",2005,"和平里",82194,1,0,0,0,1
"和新城一期",2003,"和平里",94968,1,1,0,0,1
"凯旋城",2008,"和平里",69878,1,1,0,0,1
"潘家园小区",1985,"和平里",89256,0,1,0,1,1
"空港吉祥花园",2005,"和平里",50041,1,0,0,0,1
"安慧里一区",1999,"和平里",39114,1,0,1,1,0
"融科香雪兰溪",2006,"和平里",58092,1,0,1,1,0
"郭庄北里",1993,"和义",49652,1,1,0,0,0
"和义东里六区",2000,"和义",58438,1,1,0,0,0
"金荣园",1995,"和义",43943,1,0,1,1,0
"旧宫北里",2005,"和义",50697,1,1,0,1,1
"清和园东区",1998,"和义",68093,1,1,0,1,1
"菊源南里",1960,"和义",75478,0,0,1,1,1
"清乐园",1990,"和义",57556,1,1,1,1,0
"华严北里中科院",2007,"和义",42878,1,1,1,0,1
"红星北里",1992,"和义",109407,1,1,0,1,1
"清和园",2005,"和义",64266,1,0,0,1,0
"红星楼",2005,"和义",59536,1,1,1,1,0
"润枫锦尚",1983,"和义",68712,1,1,0,1,1
"东柳西里",1998,"和义",65104,1,1,1,1,0
"清逸西园",1990,"和义",68599,1,1,1,0,0
"成和园",1988,"和义",88754,1,0,0,0,0
"芳源里",1979,"和义",71958,1,1,1,1,0
"德茂小区",2003,"和义",53652,1,0,0,1,1
